location,alpha.3,date,stringency_index,res_pct_chng,reproduction_rate,distrust_people,gdp_per_capita,ghs,sch_enrol_per_cap,gdp_growth,health_spending_pct_gdp,pop.km2,democracy_index,ethnic,conf_govt,conflict_index,education_index,daily_cases_100k,daily_deaths_100k,continent,excess_deaths_per_100k
Albania,ALB,2019-12-30,0,NA,NA,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,NA,NA,Europe,NA
Albania,ALB,2020-01-06,0,NA,NA,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,NA,NA,Europe,-0.005057754
Albania,ALB,2020-01-13,0,NA,NA,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,NA,NA,Europe,-0.005850429
Albania,ALB,2020-01-20,0,NA,NA,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,NA,NA,Europe,-4.27e-4
Albania,ALB,2020-01-27,0,NA,NA,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,NA,NA,Europe,-0.00512522
Albania,ALB,2020-02-03,0,NA,NA,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,NA,NA,Europe,-0.00487114
Albania,ALB,2020-02-10,3.971428571428571,NA,NA,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,NA,NA,Europe,-0.014587092
Albania,ALB,2020-02-17,5.9557142857142855,NA,NA,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,NA,NA,Europe,-0.037266757
Albania,ALB,2020-02-24,8.33,NA,NA,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,NA,NA,Europe,-0.039585815
Albania,ALB,2020-03-02,17.06142857142857,NA,NA,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,0.17375,NA,Europe,0.043211383
Albania,ALB,2020-03-09,72.22,NA,NA,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,0.22337142857142855,0.004957142857142856,Europe,0.043211383
Albania,ALB,2020-03-16,82.27428571428572,NA,NA,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,0.33754285714285714,0.01984285714285714,Europe,0.043211383
Albania,ALB,2020-03-23,84.26,NA,1.0857142857142856,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,0.5956857142857144,0.049628571428571425,Europe,0.043211383
Albania,ALB,2020-03-30,84.26,NA,1.0657142857142858,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,0.6949857142857143,0.03471428571428571,Europe,0.094863743
Albania,ALB,2020-04-06,84.26,NA,0.9371428571428572,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,0.4566714285714285,0.009914285714285712,Europe,0.094863743
Albania,ALB,2020-04-13,87.43142857142857,NA,1.0957142857142856,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,0.6651857142857143,0.009914285714285712,Europe,0.094863743
Albania,ALB,2020-04-20,89.81,NA,0.9871428571428571,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,0.6999428571428571,0.01984285714285714,Europe,0.094863743
Albania,ALB,2020-04-27,89.81,NA,0.7414285714285714,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,0.34747142857142854,0.004957142857142856,Europe,0.14656094
Albania,ALB,2020-05-04,89.81,NA,0.8142857142857143,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,0.27799999999999997,0,Europe,0.14656094
Albania,ALB,2020-05-11,87.95857142857143,NA,1.0171428571428571,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,0.36237142857142857,0,Europe,0.14656094
Albania,ALB,2020-05-18,83.72714285714285,NA,1.1642857142857144,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,0.3971142857142857,0.009914285714285712,Europe,0.14656094
Albania,ALB,2020-05-25,81.87857142857143,NA,1.3228571428571427,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,0.6701428571428572,0,Europe,0.14656094
Albania,ALB,2020-06-01,71.3,NA,1.312857142857143,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,0.6701571428571429,0.004957142857142856,Europe,0.204901503
Albania,ALB,2020-06-08,71.3,NA,1.6214285714285714,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,1.8516,0.014871428571428572,Europe,0.204901503
Albania,ALB,2020-06-15,70.50571428571428,NA,1.312857142857143,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,1.8615285714285714,0.039671428571428566,Europe,0.204901503
Albania,ALB,2020-06-22,68.52,NA,1.19,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,2.4225000000000003,0.08438571428571429,Europe,0.204901503
Albania,ALB,2020-06-29,66.93142857142857,NA,1.1328571428571428,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,2.4969571428571427,0.0943,Europe,0.204901503
Albania,ALB,2020-07-06,62.96,NA,1.1514285714285712,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,3.122414285714286,0.07942857142857143,Europe,0.479252355
Albania,ALB,2020-07-13,62.96,NA,1.0842857142857143,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,3.0926428571428572,0.09925714285714285,Europe,0.479252355
Albania,ALB,2020-07-20,62.96,NA,1.1057142857142859,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,3.5096285714285713,0.15387142857142858,Europe,0.479252355
Albania,ALB,2020-07-27,62.96,NA,1.11,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,3.7379857142857142,0.1389857142857143,Europe,0.479252355
Albania,ALB,2020-08-03,58.995714285714286,NA,1.1328571428571428,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,4.596757142857143,0.14394285714285715,Europe,0.890184541
Albania,ALB,2020-08-10,57.41,NA,1.09,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,4.854914285714285,0.1340142857142857,Europe,0.890184541
Albania,ALB,2020-08-17,57.41,NA,1.062857142857143,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,5.485342857142857,0.1340142857142857,Europe,0.890184541
Albania,ALB,2020-08-24,55.424285714285716,NA,0.9314285714285715,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,4.2046,0.15387142857142858,Europe,0.890184541
Albania,ALB,2020-08-31,54.63,NA,1.022857142857143,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,4.701028571428571,0.15387142857142858,Europe,0.890184541
Albania,ALB,2020-09-07,54.63,NA,1.07,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,5.554842857142857,0.0943,Europe,0.550999217
Albania,ALB,2020-09-14,54.63,NA,0.9814285714285714,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,4.934328571428571,0.1340142857142857,Europe,0.550999217
Albania,ALB,2020-09-21,54.63,NA,0.9542857142857143,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,4.229414285714286,0.08437142857142857,Europe,0.550999217
Albania,ALB,2020-09-28,54.63,NA,1.0771428571428572,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,5.212328571428571,0.09428571428571428,Europe,0.550999217
Albania,ALB,2020-10-05,54.63,NA,1.16,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,5.877485714285714,0.12905714285714284,Europe,0.857229259
Albania,ALB,2020-10-12,54.63,NA,1.2957142857142858,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,9.426842857142857,0.14392857142857143,Europe,0.857229259
Albania,ALB,2020-10-19,54.63,NA,1.1814285714285713,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,10.3154,0.14394285714285712,Europe,0.857229259
Albania,ALB,2020-10-26,53.044285714285714,NA,1.1514285714285715,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,10.796957142857142,0.22335714285714287,Europe,0.857229259
Albania,ALB,2020-11-02,50.93,NA,1.2742857142857142,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,16.828314285714285,0.23331428571428572,Europe,2.450135131
Albania,ALB,2020-11-09,63.62428571428571,NA,1.2357142857142858,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,19.022457142857142,0.2879,Europe,2.450135131
Albania,ALB,2020-11-16,65.74,NA,1.1957142857142857,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,25.684314285714287,0.48645714285714287,Europe,2.450135131
Albania,ALB,2020-11-23,65.74,NA,1.0742857142857143,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,23.40082857142857,0.43188571428571426,Europe,2.450135131
Albania,ALB,2020-11-30,65.74,NA,1.0771428571428572,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,26.915414285714284,0.5659,Europe,2.450135131
Albania,ALB,2020-12-07,65.74,NA,1.0014285714285713,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,27.620314285714283,0.4567,Europe,1.257400537
Albania,ALB,2020-12-14,62.567142857142855,NA,0.8357142857142857,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,18.933128571428572,0.4120142857142858,Europe,1.257400537
Albania,ALB,2020-12-21,57.01,NA,0.8542857142857143,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,16.540414285714284,0.29287142857142856,Europe,1.257400537
Albania,ALB,2020-12-28,56.48,NA,0.9771428571428572,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,15.572399999999998,0.19854285714285713,Europe,1.257400537
Albania,ALB,2021-01-04,57.54,NA,1.1057142857142856,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,21.564085714285717,0.20847142857142856,Europe,0.584791656
Albania,ALB,2021-01-11,60.19,NA,1.0457142857142858,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,19.563557142857142,0.17372857142857143,Europe,0.586456037
Albania,ALB,2021-01-18,60.19,NA,1.1614285714285715,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,25.431128571428573,0.22335714285714287,Europe,0.61339897
Albania,ALB,2021-01-25,60.19,NA,1.1885714285714286,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,30.990928571428572,0.3276,Europe,0.53381318
Albania,ALB,2021-02-01,60.19,NA,1.1628571428571428,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,37.69744285714286,0.4467714285714286,Europe,0.529280566
Albania,ALB,2021-02-08,60.19,NA,1.0471428571428572,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,35.35935714285714,0.46662857142857145,Europe,0.621393623
Albania,ALB,2021-02-15,60.19,NA,1.012857142857143,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,38.00024285714286,0.5658857142857143,Europe,0.692423029
Albania,ALB,2021-02-22,60.19,NA,0.9214285714285715,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,32.35111428571428,0.6900000000000001,Europe,0.643968873
Albania,ALB,2021-03-01,60.19,NA,0.8528571428571429,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,26.736685714285716,0.6651714285714285,Europe,0.764767938
Albania,ALB,2021-03-08,60.19,NA,0.8128571428571428,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,21.261285714285712,0.5361142857142858,Europe,0.716467997
Albania,ALB,2021-03-15,60.19,NA,0.7985714285714286,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,16.654585714285712,0.3921571428571428,Europe,0.527542794
Albania,ALB,2021-03-22,60.19,NA,0.8042857142857144,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,14.276757142857145,0.35244285714285717,Europe,0.607104013
Albania,ALB,2021-03-29,60.19,NA,0.7728571428571429,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,10.985585714285715,0.27797142857142854,Europe,0.573555358
Albania,ALB,2021-04-05,58.60142857142857,NA,0.7514285714285714,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,9.014828571428572,0.21344285714285713,Europe,0.548878047
Albania,ALB,2021-04-12,54.63,NA,0.68,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,5.410871428571428,0.1340142857142857,Europe,0.587510348
Albania,ALB,2021-04-19,54.63,NA,0.7142857142857143,98.39725949282463,11803.431,52.9,2033,2.2,5.26271439,99.73,5.89,0.2204,14.457815300473777,5625,0.746,4.437900000000001,0.1489,Europe,0.597460548
